loggedAt,username,action,objectType,objectId,status,error
2026-06-11T22:07:12,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T22:06:45,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T22:05:27,ADMIN,FUSION_PAYMENT_CONFIRMED,DCT_FL_PAYMENT_VOUCHERS,1,SUCCESS,
2026-06-11T22:05:26,ADMIN,PAYMENT_SCHEDULE_GENERATED,DCT_FL_CONTRACTS,1,SUCCESS,
2026-06-11T22:05:25,ADMIN,FREELANCER_PROFILE_CREATED,DCT_FL_FREELANCERS,1,SUCCESS,
2026-06-11T22:05:23,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T21:48:35,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T21:48:15,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T21:37:09,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:53:55,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:51:19,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:50:35,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:28:44,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:26:48,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:25:54,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T20:05:46,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:50:32,NASER.ALKHAJA,LOGIN,,,SUCCESS,
2026-06-11T19:50:25,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:48:44,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:48:42,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T19:47:20,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:47:18,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T19:45:34,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:45:32,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T19:39:51,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:39:48,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T19:37:21,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:36:18,SHAIKHA.ALSUWAIDI,LOGIN,,,SUCCESS,
2026-06-11T19:36:17,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T19:36:17,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T19:36:17,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:02:30,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T19:02:20,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T18:53:53,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:53:10,HANY,LOGIN,,,SUCCESS,
2026-06-11T18:44:35,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:42:38,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T18:37:34,NASER.ALKHAJA,LOGIN,,,SUCCESS,
2026-06-11T18:35:55,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:30:58,SHAIKHA.ALSUWAIDI,LOGIN,,,SUCCESS,
2026-06-11T18:27:36,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:27:18,HASHEM.ALKABBI,LOGIN,,,SUCCESS,
2026-06-11T18:25:57,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:24:27,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:23:50,HANY,LOGIN,DCT_USERS,HANY,FAILURE,Account is inactive
2026-06-11T18:23:10,SHAIKHA.ALSUWAIDI,LOGIN,,,SUCCESS,
2026-06-11T18:22:15,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:22:15,SHAIKHA.GALAMERI,LOGIN,,,SUCCESS,
2026-06-11T18:22:15,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T18:22:15,NASER.ALKHAJA,LOGIN,,,SUCCESS,
2026-06-11T18:22:15,HASHEM.ALKABBI,LOGIN,,,SUCCESS,
2026-06-11T18:21:52,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:21:52,SHAIKHA.GALAMERI,LOGIN,,,SUCCESS,
2026-06-11T18:21:52,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T18:21:52,NASER.ALKHAJA,LOGIN,,,SUCCESS,
2026-06-11T18:21:52,HASHEM.ALKABBI,LOGIN,,,SUCCESS,
2026-06-11T18:19:38,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T18:19:38,SHAIKHA.GALAMERI,LOGIN,,,SUCCESS,
2026-06-11T18:19:37,AYESHA.AMERI,LOGIN,,,SUCCESS,
2026-06-11T18:19:37,NASER.ALKHAJA,LOGIN,,,SUCCESS,
2026-06-11T18:19:37,HASHEM.ALKABBI,LOGIN,,,SUCCESS,
2026-06-11T17:54:53,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T17:54:42,HANY,LOGIN,,,SUCCESS,
2026-06-11T17:54:35,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T17:52:40,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T17:51:46,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T17:51:25,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T16:54:41,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:52:33,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:51:26,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:48:30,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:48:23,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T16:48:19,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-06-11T16:43:22,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:42:32,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:42:31,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:22:55,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:06:08,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:02:01,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T16:01:17,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:59:53,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:59:20,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:56:01,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:54:33,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:53:17,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:52:23,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:50:42,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:49:10,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:48:07,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:47:06,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:46:04,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T15:45:32,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T13:38:04,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T13:37:28,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T11:11:15,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T11:09:55,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T08:24:11,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T08:23:30,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T08:23:03,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T08:22:00,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T07:04:39,ADMIN,LOGIN,,,SUCCESS,
2026-06-11T06:59:26,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:37:00,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:36:47,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:26:02,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:18:56,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:17:57,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:11:35,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:10:59,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:10:28,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:09:26,ADMIN,LOGIN,,,SUCCESS,
2026-06-08T08:06:08,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T21:03:50,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T21:00:21,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T21:00:19,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:59:27,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:59:24,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:58:18,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:57:50,HASHEM.ALKABBI,LOGIN,DCT_USERS,HASHEM.ALKABBI,FAILURE,User not found
2026-06-07T20:57:46,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:57:42,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:57:40,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:57:37,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:55:55,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:55:06,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:48:12,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:39:47,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T20:37:03,ADMIN,LOGIN,,,SUCCESS,
2026-06-07T14:20:26,ADMIN,LOGIN,,,SUCCESS,
2026-06-06T19:20:45,ADMIN,LOGIN,,,SUCCESS,
2026-05-17T19:29:05,ADMIN,LOGIN,,,SUCCESS,
2026-05-17T19:22:03,HASHEM.ALKABBI,LOGIN,DCT_USERS,HASHEM.ALKABBI,FAILURE,User not found
2026-05-17T19:21:28,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T19:10:11,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T19:09:09,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T19:06:55,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T19:05:37,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T19:05:28,HASHEM.ALKABBI,LOGIN,DCT_USERS,HASHEM.ALKABBI,FAILURE,User not found
2026-05-17T19:05:24,SHAIKHA.ALSUWAIDI,LOGIN,DCT_USERS,SHAIKHA.ALSUWAIDI,FAILURE,User not found
2026-05-17T19:05:19,ADMIN,LOGIN,,,SUCCESS,
2026-05-17T18:12:52,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T18:12:28,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T18:10:36,NASER.ALKHAJA,LOGIN,DCT_USERS,NASER.ALKHAJA,FAILURE,User not found
2026-05-17T11:42:54,ADMIN,LOGIN,,,SUCCESS,
2026-05-17T11:42:37,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-05-16T14:40:18,ADMIN,LOGIN,,,SUCCESS,
2026-05-16T14:38:46,ADMIN,LOGIN,,,SUCCESS,
2026-05-16T13:16:37,ADMIN,LOGIN,,,SUCCESS,
2026-05-13T14:46:26,ADMIN,LOGIN,,,SUCCESS,
2026-05-12T18:20:02,ADMIN,LOGIN,,,SUCCESS,
2026-05-12T15:49:21,ADMIN,LOGIN,,,SUCCESS,
2026-05-12T15:49:18,PROD,LOGIN,DCT_USERS,PROD,FAILURE,User not found
2026-05-11T18:16:23,ADMIN,LOGIN,,,SUCCESS,
2026-05-11T08:19:15,ADMIN,LOGIN,,,SUCCESS,
2026-05-11T08:17:18,,LOGOUT,,,SUCCESS,
2026-05-11T08:00:14,ADMIN,LOGIN,,,SUCCESS,
2026-05-11T07:59:45,ADMIN,LOGIN,DCT_USERS,ADMIN,FAILURE,Invalid credentials
2026-05-11T07:58:49,PROD,LOGIN,DCT_USERS,PROD,FAILURE,User not found
2026-05-10T19:51:33,ADMIN,LOGIN,,,SUCCESS,
2026-05-10T19:46:34,ADMIN,LOGIN,,,SUCCESS,
2026-05-10T19:36:49,ADMIN,LOGIN,,,SUCCESS,
2026-05-10T10:40:01,ADMIN,LOGIN,,,SUCCESS,
2026-05-10T02:17:32,ADMIN,LOGIN,,,SUCCESS,
2026-05-09T21:10:30,BROWSER_TEST,LOGIN,,,SUCCESS,direct insert test
2026-05-09T21:09:29,ADMIN,LOGIN,,,SUCCESS,
2026-05-09T20:44:02,ADMIN,LOGIN,,,SUCCESS,
2026-05-09T20:43:54,ADMIN,LOGIN,,,SUCCESS,
2026-05-09T20:25:23,,LOGOUT,,,SUCCESS,
2026-05-09T19:20:18,ADMIN,UPDATE,DCT_USERS,ADMIN,SUCCESS,Password changed
2026-05-09T19:16:14,ADMIN,UPDATE,DCT_USERS,ADMIN,SUCCESS,Password changed
2026-05-09T19:01:28,ADMIN,UPDATE,DCT_USERS,ADMIN,SUCCESS,Password changed
